,date,volume
1166,12-03-2018,77196
1167,13-03-2018,72553
1168,14-03-2018,66388
1169,15-03-2018,62633
1170,16-03-2018,52225
1171,17-03-2018,0
1172,18-03-2018,17007
1173,19-03-2018,77799
1174,20-03-2018,69822
1175,21-03-2018,65429
1176,22-03-2018,60014
1177,23-03-2018,55235
1178,24-03-2018,0
1179,25-03-2018,10727
1180,26-03-2018,78274
1181,27-03-2018,68796
1182,28-03-2018,57736
1183,29-03-2018,1
1184,30-03-2018,1
1185,31-03-2018,0
1186,01-04-2018,1
1187,02-04-2018,24246
1188,03-04-2018,105055
1189,04-04-2018,98061
1190,05-04-2018,86614
1191,06-04-2018,67651
1192,07-04-2018,0
1193,08-04-2018,30372
1194,09-04-2018,85711
1195,10-04-2018,91504
1196,11-04-2018,84864
1197,12-04-2018,76430
1198,13-04-2018,63273
1199,14-04-2018,0
1200,15-04-2018,16435
1201,16-04-2018,84067
1202,17-04-2018,81539
1203,18-04-2018,73705
1204,19-04-2018,69583
1205,20-04-2018,57924
1206,21-04-2018,0
1207,22-04-2018,15753
1208,23-04-2018,83807
1209,24-04-2018,77650
1210,25-04-2018,75147
1211,26-04-2018,66285
1212,27-04-2018,1
1213,28-04-2018,0
1214,29-04-2018,28357
1215,30-04-2018,95624
1216,01-05-2018,78463
1217,02-05-2018,82665
1218,03-05-2018,79710
1219,04-05-2018,69093
1220,05-05-2018,0
1221,06-05-2018,20310
1222,07-05-2018,88112
1223,08-05-2018,79359
1224,09-05-2018,77243
1225,10-05-2018,115
1226,11-05-2018,62636
1227,12-05-2018,0
1228,13-05-2018,17915
1229,14-05-2018,89640
1230,15-05-2018,81376
1231,16-05-2018,74088
1232,17-05-2018,70079
1233,18-05-2018,58577
1234,19-05-2018,0
1235,20-05-2018,1
1236,21-05-2018,17145
1237,22-05-2018,90915
1238,23-05-2018,84247
1239,24-05-2018,71044
1240,25-05-2018,57073
1241,26-05-2018,0
1242,27-05-2018,17584
1243,28-05-2018,79212
1244,29-05-2018,73257
1245,30-05-2018,68667
1246,31-05-2018,65707
1247,01-06-2018,56667
1248,02-06-2018,0
1249,03-06-2018,16201
1250,04-06-2018,81567
1251,05-06-2018,14
1252,06-06-2018,94635
1253,07-06-2018,93658
1254,08-06-2018,70955
1255,09-06-2018,0
1256,10-06-2018,21430
1257,11-06-2018,87518
1258,12-06-2018,80641
1259,13-06-2018,76775
1260,14-06-2018,74093
1261,15-06-2018,64338
1262,16-06-2018,0
1263,17-06-2018,16914
1264,18-06-2018,85139
1265,19-06-2018,82702
1266,20-06-2018,70122
1267,21-06-2018,66545
1268,22-06-2018,51892
1269,23-06-2018,0
1270,24-06-2018,10892
1271,25-06-2018,84055
1272,26-06-2018,72087
1273,27-06-2018,64810
1274,28-06-2018,63939
1275,29-06-2018,54257
1276,30-06-2018,0
1277,01-07-2018,10468
1278,02-07-2018,79606
1279,03-07-2018,69420
1280,04-07-2018,66242
1281,05-07-2018,62602
1282,06-07-2018,52653
1283,07-07-2018,0
1284,08-07-2018,11264
1285,09-07-2018,70617
1286,10-07-2018,61662
1287,11-07-2018,57106
1288,12-07-2018,53169
1289,13-07-2018,45947
1290,14-07-2018,0
1291,15-07-2018,10544
1292,16-07-2018,62138
1293,17-07-2018,55887
1294,18-07-2018,49421
1295,19-07-2018,46800
1296,20-07-2018,41892
1297,21-07-2018,0
1298,22-07-2018,9306
1299,23-07-2018,59521
1300,24-07-2018,53132
1301,25-07-2018,50743
1302,26-07-2018,48498
1303,27-07-2018,43385
1304,28-07-2018,0
1305,29-07-2018,9376
1306,30-07-2018,69468
1307,31-07-2018,62260
1308,01-08-2018,59425
1309,02-08-2018,60031
1310,03-08-2018,52373
1311,04-08-2018,0
1312,05-08-2018,11971
1313,06-08-2018,75607
1314,07-08-2018,67920
1315,08-08-2018,62808
1316,09-08-2018,61571
1317,10-08-2018,51243
1318,11-08-2018,0
1319,12-08-2018,10347
1320,13-08-2018,74934
1321,14-08-2018,72523
1322,15-08-2018,66862
1323,16-08-2018,64656
1324,17-08-2018,53953
1325,18-08-2018,0
1326,19-08-2018,10675
1327,20-08-2018,76684
1328,21-08-2018,69433
1329,22-08-2018,66164
1330,23-08-2018,62478
1331,24-08-2018,55199
1332,25-08-2018,0
1333,26-08-2018,9349
1334,27-08-2018,80503
1335,28-08-2018,71783
1336,29-08-2018,68111
1337,30-08-2018,65677
1338,31-08-2018,60860
1339,01-09-2018,0
1340,02-09-2018,18282
1341,03-09-2018,91425
1342,04-09-2018,83043
1343,05-09-2018,77424
1344,06-09-2018,71969
1345,07-09-2018,65142
1346,08-09-2018,0
1347,09-09-2018,17548
1348,10-09-2018,88278
1349,11-09-2018,82393
1350,12-09-2018,76267
1351,13-09-2018,69992
1352,14-09-2018,63059
1353,15-09-2018,0
1354,16-09-2018,15633
1355,17-09-2018,92081
1356,18-09-2018,76221
1357,19-09-2018,73390
1358,20-09-2018,67077
1359,21-09-2018,60474
1360,22-09-2018,0
1361,23-09-2018,15855
1362,24-09-2018,87188
1363,25-09-2018,77805
1364,26-09-2018,68501
1365,27-09-2018,73199
1366,28-09-2018,64547
1367,29-09-2018,0
1368,30-09-2018,24989
1369,01-10-2018,90923
1370,02-10-2018,83714
1371,03-10-2018,65272
1372,04-10-2018,80534
1373,05-10-2018,72170
1374,06-10-2018,0
1375,07-10-2018,20738
1376,08-10-2018,92234
1377,09-10-2018,83536
1378,10-10-2018,75442
1379,11-10-2018,77177
1380,12-10-2018,63786
1381,13-10-2018,0
1382,14-10-2018,17967
1383,15-10-2018,83018
1384,16-10-2018,71507
1385,17-10-2018,68099
1386,18-10-2018,60078
1387,19-10-2018,55449
1388,20-10-2018,0
1389,21-10-2018,16105
1390,22-10-2018,88010
1391,23-10-2018,78486
1392,24-10-2018,80876
1393,25-10-2018,75671
1394,26-10-2018,64526
1395,27-10-2018,0
1396,28-10-2018,12310
1397,29-10-2018,80791
1398,30-10-2018,76328
1399,31-10-2018,65936
1400,01-11-2018,78805
1401,02-11-2018,70204
1402,03-11-2018,0
1403,04-11-2018,13411
1404,05-11-2018,91184
1405,06-11-2018,88632
1406,07-11-2018,87021
1407,08-11-2018,72775
1408,09-11-2018,62546
1409,10-11-2018,0
1410,11-11-2018,18232
1411,12-11-2018,86689
1412,13-11-2018,85010
1413,14-11-2018,81837
1414,15-11-2018,70281
1415,16-11-2018,66210
1416,17-11-2018,0
1417,18-11-2018,18671
1418,19-11-2018,81858
1419,20-11-2018,83001
1420,21-11-2018,80474
1421,22-11-2018,83222
1422,23-11-2018,89331
1423,24-11-2018,0
1424,25-11-2018,81509
1425,26-11-2018,149299
1426,27-11-2018,110486
1427,28-11-2018,114990
1428,29-11-2018,110234
1429,30-11-2018,89638
1430,01-12-2018,0
1431,02-12-2018,45484
1432,03-12-2018,112314
1433,04-12-2018,108098
1434,05-12-2018,103675
1435,06-12-2018,96022
1436,07-12-2018,88914
1437,08-12-2018,0
1438,09-12-2018,33995
1439,10-12-2018,129554
1440,11-12-2018,110345
1441,12-12-2018,105734
1442,13-12-2018,102695
1443,14-12-2018,95817
1444,15-12-2018,0
1445,16-12-2018,57457
1446,17-12-2018,129420
1447,18-12-2018,115674
1448,19-12-2018,107900
1449,20-12-2018,74923
1450,21-12-2018,54535
1451,22-12-2018,0
1452,23-12-2018,0
1453,24-12-2018,0
1454,25-12-2018,0
1455,26-12-2018,0
1456,27-12-2018,81880
1457,28-12-2018,70590
1458,29-12-2018,0
1459,30-12-2018,0
1460,31-12-2018,0
